question,answer
سؤال 1597--, گروهي از متصوّفه به نام اهل حق در استان كرمانشاه و برخي از استانهاي ديگر ايران زندگي مي كنند كه داراي عقايد زير مي باشند: 1- يگانگي ذات لايزال خداوند متعال 2- نبوّت پيامبران پيشين 3- رسالت حضرت محمد (صلي الله عليه و آله) 4- معاد و بهشت و جهنم 5- امامت دوازده امام معصوم (عليهم السلام) از حضرت علي (عليه السلام) تا حضرت مهدي غائب (عج)، همه فرقه هاي متعدّد آنها و سرانشان علاوه بر اين كه در كليّه اظهارات شفاهي و مذاكرات حضوري، صريحاً اعتراف به شهادتين و عقايد فوق نموده اند، تعدادي از آنها كتباً هم اعتراف نموده اند كه دستخط آنها به پيوست تقديم مي گردد. امّا در عين حال داراي انحرافات عقيدتي و عملي از قبيل موارد زير مي باشند:الف) خداوند در بعضي مقاطع تاريخ در برخي اوليا و انسانها، مانند حضرت علي (عليه السلام) و سلطان اسحاق، ظهور و حلولمي كند و به هدايت مردم مي پردازد. البتّه آنها گاهي در تعابير كتب خويش نوشته اند علي مظهر خداست و گاهي مي گويند علي ذات خداست و ما گرچه از واقع عقيده آنها خبر نداريم امّا وقتي از آنها مي پرسيم نظر شما واقعاً چيست؟ مي گويند: اصلا عاقلانه نيست كه كسي يك انسان مادي محدود را ذات خداي خالق عالم بداند، خدا لعنت كند كسي كه علي را واقعاً ذات خدا بداند.ب) اعتقاد به تناسخ، يعني ارواح همه انسانها پس از مرگ وارد بدن انسانهاي بعدي مي شوند تا پاداش يا كيفر زندگي قبلي خويش را ببينند، امّا پس از هزار و يك مرتبه حلول، شخص وارد جهان ابدي و معاد خواهد شد.ج) بسياري از آنها نماز نمي خوانند و روزه نمي گيرند و به عموم تكاليف اسلامي بي اعتنا هستند، زيرا معتقدند تمام احكام شريعت و تكاليف اسلامي قالبهايي هستند كه اسرار و روح و باطني را دارا مي باشند، مثلا نماز ظاهرش حركات و سكنات و اذكار است، اما باطنش ذكر الله و توجّه قلبي به خداست و باطن شريعت كه طريقت ناميده مي شود از ظاهرش مهم تر و ارزشمندتر است بنابراين اگر كسي خود را به بواطن احكام شريعت ملتزم بداند لازم نيست احكام ظاهري را كاملا انجام دهد.لطفاً بفرماييد: آيا عقايد فاسد و جاهلانه فوق الذّكر، موجب كفر و خروج آنها از اسلام مي شود؟ يا اين كه اعتقاد آنها به اركان عقيدتي اسلامي مذكور در اوّل سؤال، براي مسلمان بودن آنها كافي است، گرچه مسلمانان منحرفي هستند كه بايد هدايت گردند؟جواب:
سؤال 1598--, در بعضي شهرها مجالس مردانه و زنانه به عنوان ختم سوره انعام برقرار مي گردد در اين رابطه جزواتي نيز منتشر شده در وسط آيه هاي مباركه، اذكاري نيز وارد شده است و همچنين يازده مرثيه؛ نظر مبارك خود را در اين مورد مرقوم فرماييد.جواب:
سؤال 1599--, فرق واجب و لازم چيست؟جواب:
سؤال 1600--, قاعده اقدام يعني چه؟جواب:
سؤال 1601--, منظور از اين كه مي گويند حكم، دائر مدار موضوع است، چيست؟ جواب:
سؤال 1602--, منظور از أماره چيست؟جواب:
سؤال 1603--, آيا همكاري رابطه يا كمك به دولت غاصب اسرائيل جايز است؟(1). درباره فضيلت ختم سوره انعام، مرحوم مجلسي در بحار الأنوار، جلد 87، صفحه 341، حديث 54، باب اعمال الاسبوع و ادعيتها و صلواتها، روايتي نقل كرده است.جواب:
سؤال 1604--, آيا رضايت والدين در مورد طلبه شدن و پوشيدن لباس مقدّس روحانيّت شرط است؟جواب:
سؤال 1606--, تمام حروف تهجّي در كدام آيه قرآن جمع است؟جواب:
سؤال 1607--, تحصيل علوم ديگر، غير از علوم ديني، براي طلبه چه صورت دارد؟جواب:
سؤال 1608--, تقلّب در سر جلسه امتحان، چه طرف دوّم راضي نباشد و چه طرفين راضي باشند. آن هم در مدرسه يا مكاني كه توسط بيت المال مسلمين هزينه مي شود، چه حكمي دارد؟جواب:
سؤال 1609--, نصب آنتن ماهواره براي استفاده از برنامه هاي تلويزيونهاي خارجي چه حكمي دارد؟ با توجّه به اين كه:الف) در اكثر برنامه ها، به خصوص فيلمهاي سينمايي ترويج فساد و فحشا و پخش اعمال جنسي به صورت عريان يا نيمه عريان مشاهده مي شود.ب) برخي يا اكثر برنامه ها بر اساس نيّات سوء يا مقاصد شوم اجانب، عليه اسلامو مسلمين هدف گذاري شده است و جنبه تهاجم فرهنگي دارد و با مصالح مسلمين هماهنگ نيست.ج) برخي از برنامه ها ناظر به پيشرفت بشري در كلّيه زمينه هاست و اطّلاع از آن مفيد به نظر مي رسد.جواب:
سؤال 1610--, هنگامي كه انسان خواب مي بيند آيا روح از جسم جدا مي شود؟ و آيا وقتي شخص ديگر را خواب مي بيند، روح او با روح آن شخص ملاقات مي كند؟جواب:
سؤال 1611--, قضيه مسجد جمكران از ابتدا در خواب بوده، يا در بيداري اتفاق افتاده و آيا سندش صحيح است؟جواب:
سؤال 1612--, آيا اين روايت كه به وسيله بعضي از گويندگان در ميان مردم منتشر شده، درست است يا نه؟ حديث است يا عبارت عرفا «من طلبني وجدني و منوجدني عرفني و من عرفني عشقني و من عشقني عشقته و من عشقته قتلته و من قتلته فعلي ديته و من علي ديته فانا ديته».جواب:
سؤال 1613--, آيا نوّاب اربعه از سلسله سادات بوده اند؟جواب:
سؤال 1614--, آيا در بهشت، افراد با هم چنين صحبتهايي دارند، مثلا چگونه از دنيا رفتي، در برزخ به تو چگونه گذشت و يا اين كه آيا تو با توجّه به اين كه گناهكار بودي آيا به وسيله شفاعت به بهشت راه پيدا كردي يا طريق ديگر؟جواب:
سؤال 1615--, در روستايي كه ما در آن زندگي مي كنيم تعدادي سگهاي ولگرد هستند كه زمينهاي كشاورزي را آلوده مي كنند، آيا از بين بردن آنها گناه دارد؟جواب:
سؤال 1616--, همان طور كه حضرات مراجع مي فرمايند: اگر كسي به درون خانه ديگري نگاه كند صاحب خانه مي تواند به آن شخص لطمه بزند، آيا ماشين در بازهم هم همين حكم را دارد؟جواب:
سؤال 1617--, طلّاب علوم ديني كه مشغول تحصيل دروس حوزه مي باشند و دروس جديد (دبيرستان، دانشگاه) را هم تحصيل مي كنند، آيا مي توانند از امكانات حوزه علميّه (حجره شهريه) استفاده نمايند؟جواب:
سؤال 1618--,نظرتان را در مورد كتابهاي دكتر علي شريعتي بيان فرماييد؟جواب:
سؤال 1619--, مدارس دولتي كه در شهرهاي ما هست بعضي از افكار مخالف اهل بيت (عليهم السلام) و نيز بعضي اعتقادات فاسد مثل اين كه خداوند ديده مي شود و زيارت قبور اوليا مانند پيامبر (صلي الله عليه و آله) و ائمه (عليهم السلام) حرام است و غير اينها را نيز تدريس مي كنند، آيا فرستادن بچّه ها، مخصوصاً دختران به اين مدارس با توجّه به اين كه نرفتن به مدرسه خطرهاي بزرگي دارد از جمله اين كه به خاطر بي سواد بودن آنها، پسران حاضر به ازدواج با آنها نمي شوند از نظر شرعي چه حكمي دارد؟جواب:
سؤال 1620--, زميني ملك كسي است كه در يك سمت همين قطعه زمين خانه خود مالك بوده، راهي كه از شاهراه به خانه خود مالك منتهي مي شد از ميان همين قطعه زمين بود و ديگران هم از اين راه استفاده مي كردند ولي اكنون مالك، خانه خود را در جاي ديگري ساخته است، لذا از راه مذكور بي نياز شده است ولي ازآنجا كه جاي خانه و راه مذكورملك خود مالك بوده، لذا اكنون مي خواهد با انسداد راه مذكور آنجا را به مزرعه خود ملحق كند و لكن ديگران كه قبلا از اين راه استفاده مي كردند مي گويند كه: سه نسل از ما گذشته و تاكنون از اين راه استفاده مي كرده ايم لذا نمي گذاريم شما اين راه را مسدود كنيد. البتّه براي استفاده ديگران از راه مذكور، علاوه بر گذشتن سه نسل در مدّت استفاده، جواز شرعي ديگري (مثل خريدوفروش، هبه، عوض و غير آن) وجود ندارد و بيان گواهان طرفين هم چنين است كه مي گويند: ما بيش از اين نمي دانيم كه آنها از راه مذكور از سه نسل گذشته تاكنون استفاده مي كرده اند و بس و از جواز شرعي ديگري اطّلاع نداريم آيا مسدود كردن اين راه توسط مالك جايز است؟جواب:
